34287,9/11/21
33839,9/12/21
31705,9/13/21
31305,9/14/21
30976,9/15/21
30643,9/16/21
29628,9/17/21
39056,9/18/21
44066,9/19/21
34829,9/20/21
30759,9/21/21
28630,9/22/21
32976,9/23/21
25899,9/24/21
33611,9/25/21
31694,9/26/21
29144,9/27/21
31400,9/28/21
35653,9/29/21
32426,9/30/21
29060,10/1/21
39573,10/2/21
39274,10/3/21
40296,10/4/21
31217,10/5/21
25466,10/6/21
30181,10/7/21
27447,10/8/21
28709,10/9/21
32784,10/10/21
26343,10/11/21
25029,10/12/21
28735,10/13/21
27210,10/14/21
27843,10/15/21
26430,10/16/21
24928,10/17/21
23262,10/18/21
30754,10/19/21
25871,10/20/21
30194,10/21/21
25114,10/22/21
25506,10/23/21
27242,10/24/21
29667,10/25/21
25020,10/26/21
27924,10/27/21
36741,10/28/21
47825,10/29/21
57111,10/30/21
42358,10/31/21
35907,11/1/21
35231,11/2/21
33427,11/3/21
32703,11/4/21
31133,11/5/21
35028,11/6/21
35133,11/7/21
36901,11/8/21
36177,11/9/21
30853,11/10/21
29920,11/11/21
32317,11/12/21
38069,11/13/21
35878,11/14/21
28526,11/15/21
17950,11/16/21
24625,11/17/21
25424,11/18/21
25094,11/19/21
26683,11/20/21
23053,11/21/21
26865,11/22/21
26031,11/23/21
27950,11/24/21
34193,11/25/21
33576,11/26/21
33272,11/27/21
37179,11/28/21
32493,11/29/21
33552,11/30/21
28400,12/01/21
30561,12/02/21
33251,12/03/21
36800,12/04/21
30552,12/05/21
28921,12/06/21
27844,12/07/21
25664,12/08/21
30308,12/09/21
42927,12/10/21
39354,12/11/21
35194,12/12/21
33722,12/13/21
33793,12/14/21
31352,12/15/21
33274,12/16/21
33636,12/17/21
42649,12/18/21
53158,12/19/21
49230,12/20/21
41575,12/21/21
31636,12/22/21
35532,12/23/21
29957,12/24/21
32205,12/25/21
31379,12/26/21
34377,12/27/21
33619,12/28/21
36953,12/29/21
40903,12/30/21
38627,12/31/21
29386,1/1/22
25774,1/2/22
32653,1/3/22
31245,1/4/22
28662,1/5/22
25092,1/6/22
26227,1/7/22
31550,1/8/22
28095,1/9/22
28082,1/10/22
32292,1/11/22
32736,1/12/22
30040,1/13/22
29687,1/14/22
30372,1/15/22
32160,1/16/22
31574,1/17/22
32602,1/18/22
28907,1/19/22
29028,1/20/22
34405,1/21/22
39249,1/22/22
36299,1/23/22
31157,1/24/22
34834,1/25/22
30138,1/26/22
32699,1/27/22
30394,1/28/22
30179,1/29/22
33103,1/30/22
33223,1/31/22
32574,2/1/22
31899,2/2/22
36181,2/3/22
39915,2/4/22
54635,2/5/22
46918,2/6/22
47904,2/7/22
46005,2/8/22
45411,2/9/22
41391,2/10/22
40519,2/11/22
38282,2/12/22
37732,2/13/22
35124,2/14/22
34520,2/15/22
35481,2/16/22
43555,2/17/22
38153,2/18/22
38974,2/19/22
50168,2/20/22
43466,2/21/22
43089,2/22/22
38785,2/23/22
45554,2/24/22
38398,2/25/22
38575,2/26/22
39802,2/27/22
35244,2/28/22
35873,3/1/22
31461,3/2/22
31391,3/3/22
38638,3/4/22
40784,3/5/22
43531,3/6/22
39190,3/7/22
35585,3/8/22
43000,3/9/22
36786,3/10/22
40888,3/11/22
44004,3/12/22
39594,3/13/22
39920,3/14/22
36117,3/15/22
38119,3/16/22
39961,3/17/22
40193,3/18/22
41102,3/19/22
47972,3/20/22
40403,3/21/22
41866,3/22/22
42509,3/23/22
41961,3/24/22
37290,3/25/22
41583,3/26/22
39825,3/27/22
36131,3/28/22
31336,3/29/22
36040,3/30/22
37135,3/31/22
41820,4/1/22
44754,4/2/22
49914,4/3/22
44772,4/4/22
33196,4/5/22
35172,4/6/22
36529,4/7/22
38473,4/8/22
43544,4/9/22
44565,4/10/22
47684,4/11/22
38499,4/12/22
40912,4/13/22
45135,4/14/22
35966,4/15/22
37255,4/16/22
46965,4/17/22
39043,4/18/22
37536,4/19/22
34728,4/20/22
34607,4/21/22
40625,4/22/22
43570,4/23/22
42953,4/24/22
38580,4/25/22
34218,4/26/22
35304,4/27/22
36983,4/28/22
38843,4/29/22
45412,4/30/22
48805,5/1/22
44327,5/2/22
40632,5/3/22
37247,5/4/22
38512,5/5/22
38399,5/6/22
43341,5/7/22
38290,5/8/22
39852,5/9/22
35311,5/10/22
38934,5/11/22
40234,5/12/22
49892,5/13/22
52336,5/14/22
50048,5/15/22
41678,5/16/22
39343,5/17/22
34653,5/18/22
37013,5/19/22
37723,5/20/22
41020,5/21/22
40632,5/22/22
40602,5/23/22
39197,5/24/22
33931,5/25/22
35106,5/26/22
38500,5/27/22
44503,5/28/22
37310,5/29/22
42196,5/30/22
38399,5/31/22
37872,6/1/22
34411,6/2/22
28250,6/3/22
37630,6/4/22
36411,6/5/22
33341,6/6/22
35010,6/7/22
29855,6/8/22
32340,6/9/22
36115,6/10/22
34860,6/11/22
35116,6/12/22
35594,6/13/22
31120,6/14/22
33223,6/15/22
33357,6/16/22
33690,6/17/22
31687,6/18/22
29868,6/19/22
34179,6/20/22
32879,6/21/22
33889,6/22/22
36218,6/23/22
30268,6/24/22
32846,6/25/22
34409,6/26/22
33139,6/27/22
35628,6/28/22
36052,6/29/22
28037,6/30/22
36801,7/1/22
33951,7/2/22
37496,7/3/22
36378,7/4/22
33194,7/5/22
30204,7/6/22
40244,7/7/22
34935,7/8/22
34981,7/9/22
47819,7/10/22
42870,7/11/22
46903,7/12/22
43564,7/13/22
48322,7/14/22
42708,7/15/22
46259,7/16/22
35897,7/17/22
38413,7/18/22
38367,7/19/22
29338,7/20/22
33745,7/21/22
43363,7/22/22
36743,7/23/22
45042,7/24/22
29510,7/25/22
35468,7/26/22
35500,7/27/22
37171,7/28/22
32126,7/29/22
29665,7/30/22
30413,7/31/22
34025,8/1/22
30806,8/2/22
31268,8/3/22
37617,8/4/22
34880,8/5/22
37687,8/6/22
33387,8/7/22
37869,8/8/22
40951,8/9/22
40708,8/10/22
34277,8/11/22
33908,8/12/22
34778,8/13/22
41957,8/14/22
38593,8/15/22
35900,8/16/22
42004,8/17/22
37515,8/18/22
37011,8/19/22
51325,8/20/22
44548,8/21/22
37116,8/22/22
39685,8/23/22
40081,8/24/22
38868,8/25/22
36360,8/26/22
38722,8/27/22
33850,8/28/22
31767,8/29/22
33340,8/30/22
30451,8/31/22
30560,9/1/22
34992,9/2/22
35473,9/3/22
36873,9/4/22
33107,9/5/22
30336,9/6/22
29245,9/7/22
31796,9/8/22
30201,9/9/22
31944,9/10/22
29131,9/11/22
25603,9/12/22
21702,9/13/22
22174,9/14/22
25753,9/15/22
26414,9/16/22
28367,9/17/22
31760,9/18/22
29348,9/19/22
27781,9/20/22
25165,9/21/22
22743,9/22/22
25181,9/23/22
30689,9/24/22
28467,9/25/22
27077,9/26/22
29210,9/27/22
27531,9/28/22
37380,9/29/22
37880,9/30/22
44259,10/1/22
36397,10/2/22
31865,10/3/22
33052,10/4/22
29915,10/5/22
28826,10/6/22
26051,10/7/22
29062,10/8/22
24777,10/9/22
22095,10/10/22
22406,10/11/22
20500,10/12/22
18065,10/13/22
23403,10/14/22
25359,10/15/22
26109,10/16/22
22262,10/17/22
23986,10/18/22
19988,10/19/22
19889,10/20/22
24993,10/21/22
24505,10/22/22
35939,10/23/22
26205,10/24/22
24675,10/25/22
29402,10/26/22
33966,10/27/22
48499,10/28/22
66034,10/29/22
39645,10/30/22
32264,10/31/22
33152,11/01/22
30329,11/02/22
28302,11/03/22
26822,11/04/22
30441,11/05/22
31986,11/06/22
26057,11/07/22
26916,11/08/22
24547,11/09/22
23317,11/10/22
24417,11/11/22
23106,11/12/22
25282,11/13/22
25220,11/14/22
26672,11/15/22
22368,11/16/22
24601,11/17/22
24930,11/18/22
26044,11/19/22
24551,11/20/22
21102,11/21/22
25138,11/22/22
22772,11/23/22
22453,11/24/22
34653,11/25/22
30219,11/26/22
35129,11/27/22
28127,11/28/22
24178,11/29/22
30934,11/30/22
27690,12/01/22
27140,12/02/22
31652,12/03/22
27071,12/04/22
32436,12/05/22
28041,12/06/22
22487,12/07/22
21138,12/08/22
24750,12/09/22
32342,12/10/22
24448,12/11/22
27366,12/12/22
24050,12/13/22
24830,12/14/22
29077,12/15/22
39398,12/16/22
47928,12/17/22
45376,12/18/22
35983,12/19/22
37917,12/20/22
38731,12/21/22
34768,12/22/22
33426,12/23/22
32646,12/24/22
32649,12/25/22
30937,12/26/22
46592,12/27/22
39434,12/28/22
39896,12/29/22
38392,12/30/22
49661,12/31/22
41430,01/01/23
36024,01/02/23
44263,01/03/23
35588,01/04/23
36697,01/05/23
33620,01/06/23
40036,01/07/23
38194,01/08/23
36209,01/09/23
32624,01/10/23
33114,01/11/23
29844,01/12/23
35826,01/13/22
41098,01/14/22
40449,01/15/22
39799,01/16/22
30436,01/17/22
33413,01/18/22
31003,01/19/22
32321,01/20/23
40411,01/21/23
38686,01/22/23
33444,01/23/23
28921,01/24/23
31351,01/25/23
29356,01/26/23
36626,01/27/23
37038,01/28/23
30131,01/29/23
31679,01/30/23
30455,01/31/23
30964,02/01/23
30816,02/02/23
31989,02/03/23
39254,02/04/23
32734,02/05/23
32660,02/06/23
28148,02/07/23
31885,02/08/23
37178,02/09/23
37294,02/10/23
39787,02/11/23
39233,02/12/23
35282,02/13/23
32570,02/14/23
28757,02/15/23
27411,02/16/23
33678,02/17/23
33982,02/18/23
30606,02/19/23
30984,02/20/23
32205,02/21/23
34274,02/22/23
32238,02/23/23
37799,02/24/23
35146,02/25/23
33412,02/26/23
29697,02/27/23
29127,02/28/23
32407,03/01/23
37205,03/02/23
38445,03/03/23
51404,03/04/23
44563,03/05/23
33458,03/06/23
29718,03/07/23
29881,03/08/23
28107,03/09/23
33286,03/10/23
40952,03/11/23
32439,03/12/23
33004,03/13/23
36905,03/14/23
34740,03/15/23
32470,03/16/23
39950,03/17/23
37214,03/18/23
34080,03/19/23
28718,03/20/23
27254,03/21/23
36266,03/22/23
25547,03/23/23
31116,03/24/23
39068,03/25/23
33057,03/26/23
33375,03/27/23
35925,03/28/23
34124,03/29/23
28935,03/30/23
37518,03/31/23
42251,04/01/23
42053,04/02/23
39968,04/03/23
33806,04/04/23
42777,04/05/23
41323,04/06/23
39451,04/07/23
36208,04/08/23
39045,04/09/23
34143,04/10/23
48164,04/11/23
39901,04/12/23
40502,04/13/23
43413,04/14/23
66236,04/15/23
53526,04/16/23
43604,04/17/23
44637,04/18/23
36925,04/19/23
36725,04/20/23
36359,04/21/23
41062,04/22/23
41044,04/23/23
33978,04/24/23
36636,04/25/23
35488,04/26/23
36328,04/27/23
41388,04/28/23
36450,04/29/23
41645,04/30/23
42855,05/01/23
33974,05/02/23
40585,05/03/23
38608,05/04/23
32853,05/05/23
35107,05/06/23
39704,05/07/23
33936,05/08/23
29137,05/09/23
33367,05/10/23
25880,05/11/23
29512,05/12/23
37157,05/13/23
38366,05/14/23
35414,05/15/23
33567,05/16/23
30187,05/17/23
33706,05/18/23
30084,05/19/23
35389,05/20/23
35251,05/21/23
31523,05/22/23
38268,05/23/23
37973,05/24/23
30278,05/25/23
31742,05/26/23
36915,05/27/23
32097,05/28/23
35939,05/29/23
30670,05/30/23
37916,05/31/23
41451,06/01/23
38181,06/02/23
65418,06/03/23
47549,06/04/23
33817,06/05/23
38219,06/06/23
33325,06/07/23
36932,06/08/23
32797,06/09/23
34258,06/10/23
31154,06/11/23
31813,06/12/23
27535,06/13/23
30400,06/14/23
30089,06/15/23
25898,06/16/23
30989,06/17/23
28600,06/18/23
29525,06/19/23
39038,06/20/23
29037,06/21/23
36154,06/22/23
28672,06/23/23
32459,06/24/23
36110,06/25/23
31451,06/26/23
29375,06/27/23
35638,06/28/23
34467,06/29/23
33665,06/30/23
36754,07/01/23
35934,07/02/23
36232,07/03/23
29026,07/04/23
34156,07/05/23
36777,07/06/23
35870,07/07/23
32908,07/08/23
38248,07/09/23
38027,07/10/23
37807,07/11/23
39417,07/12/23
38468,07/13/23
36297,07/14/23
34873,07/15/23
40825,07/16/23
33137,07/17/23
38153,07/18/23
44106,07/19/23
44225,07/20/23
36879,07/21/23
37946,07/22/23
40276,07/23/23
35126,07/24/23
39069,07/25/23
33188,07/26/23
36489,07/27/23
38564,07/28/23
35571,07/29/23
38750,07/30/23
42886,07/31/23
38923,08/01/23
40752,08/02/23
48190,08/03/23
48788,08/04/23
64493,08/05/23
52595,08/06/23
59853,08/07/23
50826,08/08/23
49631,08/09/23
49886,08/10/23
47958,08/11/23
49742,08/12/23
47458,08/13/23
47482,08/14/23
49604,08/15/23
40776,08/16/23
45201,08/17/23
45882,08/18/23
46038,08/19/23
44006,08/20/23
41765,08/21/23
38113,08/22/23
44523,08/23/23
43151,08/24/23
39156,08/25/23
44441,08/26/23
49783,08/27/23
36831,08/28/23
37133,08/29/23
34979,08/30/23
34673,08/31/23
34432,09/01/23
37632,09/02/23
33448,09/03/23
33603,09/04/23
30916,09/05/23
29898,09/06/23
31972,09/07/23
31181,09/08/23
38551,09/09/23
33485,09/10/23
27234,09/11/23
24519,09/12/23
26122,09/13/23
28548,09/14/23
31373,09/15/23
36346,09/16/23
32742,09/17/23
24369,09/18/23
23527,09/19/23
24749,09/20/23
25331,09/21/23
27607,09/22/23
34452,09/23/23
36604,09/24/23
29353,09/25/23
30541,09/26/23
27107,09/27/23
30461,09/28/23
30872,09/29/23
31688,09/30/23
43181,10/01/23
29414,10/02/23
27973,10/03/23
28119,10/04/23
26388,10/05/23
30685,10/06/23
31035,10/07/23
29621,10/08/23
24816,10/09/23
22654,10/10/23
20923,10/11/23
23922,10/12/23
26021,10/13/23
24671,10/14/23
26211,10/15/23
23363,10/16/23
21776,10/17/23
23379,10/18/23
29016,10/19/23
25363,10/20/23
38501,10/21/23
27658,10/22/23
27065,10/23/23